conv_id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,mimicry,empathy
hit:7478_conv:14957,anxious,I hope I do well on my test Monday. I studied hard but math is my worst subject.,It is an oral test_comma_ we had to do a presentation about various types of geometry. It was really weird but I think I have it down pat.,That is weird_comma_ I like calculus a lot.,3,0.47123277,0.41052336,0.11824385,0.22021157,0.4336242,0.34616423,0,2,0,0.06,-0.147666666666667,-0.0945,-0.065,-0.206,-0.11,28,8,0.0025221726391464,0.964623510837555,0.0001199283578898,0.0080093890428543,0.0001691028883215,0.0015657808398827,0.002399924211204,0.0002598095161374,0.0203305035829544,anxious,excited,1,1
hit:479_conv:959,lonely,It's high time i get my self a girlfriend_comma_i feel so bored up.,It is high time i get my self a girlfriend_comma_i feel so bored up,Are you trying to go out and meet some ladies,1,0.8021005,0.1665088,0.031390745,0.010953161,0.8879773,0.10106954,0,0,2,0.256857142857143,-0.0588571428571429,0.0817142857142857,0.416,-0.0453333333333333,0.084,14,10,0.0001549956359667,0.0030076431576162,0.0001608519232831,0.0036528753116726,0.0001023214645101,5.34145729034208e-05,0.991760194301605,0.0001038301488733,0.0010038659675046,nostalgic,hopeful,1,3
hit:479_conv:959,lonely,It's high time i get my self a girlfriend_comma_i feel so bored up.,Yeah_comma_ i am so ready to date.I want to meet my person.,That is the first step. What you have to do next is be at your best behavior always,2,0.0020320946,0.04324431,0.9547236,0.015520399,0.31715184,0.66732776,0,0,0,0.3804,-0.1464,0.1288,0.21,-0.2485,0.251,12,18,0.0003151613927911,0.997086822986603,0.0001814835122786,0.0006241014343686,9.76433366304264e-05,2.91119777102722e-05,0.0002585535985417,0.0011228228686377,0.0002843226830009,prepared,hopeful,1,3
hit:7283_conv:14566,embarrassed,Last week at work I had a wardrobe malfunction. When I was getting out of my car_comma_ I shut my dress in the door and it ripped when I walked away.,Last week I had a wardrobe malfunction at work.,what happened,1,0.7584579,0.23052074,0.011021377,0.33538732,0.60557556,0.059037108,0,0,1,-0.017,-0.043,-0.167,0.0,0.0,0.0,9,2,0.0001158911109087,5.33410093339626e-05,1.55078032548772e-05,2.64942264038837e-05,0.0002662491169758,0.0005350732826627,0.998612403869629,0.0001136427454184,0.0002614639524836,terrified,excited,0,2
hit:7283_conv:14566,embarrassed,Last week at work I had a wardrobe malfunction. When I was getting out of my car_comma_ I shut my dress in the door and it ripped when I walked away.,My dress got shut in my car door and then it ripped as I tried walking away.,oh dang that stinks,2,0.75104636,0.2396393,0.00931435,0.9697758,0.02609419,0.004130008,0,0,0,0.2132,-0.2556,-0.0568,-0.916,-0.038,-0.64,17,4,0.0009499834268353,0.993805050849915,0.0008321220520883,0.0030410618055611,4.7306610213127e-05,3.70595371350646e-05,0.0001720714644761,0.0009312964393757,0.0001840835902839,devastated,embarrassed,0,2
hit:12245_conv:24491,confident,I have lost a little weight and I now feel better about myself in a swimsuit.,I felt a lot better in a bathing suit last time I wore one since I lost a little weight.,That is awesome! I am happy for you!,1,0.0018474585,0.039237753,0.9589148,0.0015315164,0.0054814625,0.992987,1,0,0,0.0822222222222222,-0.339333333333333,-0.178666666666667,0.98,0.632,0.663,20,8,0.0006121288170106,0.99178546667099,0.0003658454515971,0.0001768217189237,0.0002117302356055,5.70284464629367e-05,9.08855727175251e-05,0.0066428976133465,5.71445743844379e-05,confident,joyful,0,3
hit:12245_conv:24491,confident,I have lost a little weight and I now feel better about myself in a swimsuit.,Thank you_comma_ i feel better overall too.,That is what is most important!,2,0.0014061318,0.025130568,0.9734633,0.0056610857,0.088171154,0.90616775,0,0,0,0.562,-0.116666666666667,0.194666666666667,0.654,0.26,0.672,7,6,0.0005863819387741,0.997484087944031,9.72872221609578e-05,0.0001616681693121,6.75129631417804e-05,3.94353628507815e-05,0.0001633213396416,0.001247557462193,0.0001527497952338,content,surprised,1,3
hit:9495_conv:18994,content,I'm happy with my new diet_comma_ I don't feel hungry and have cravings like I usually do,I am happy with my new diet_comma_ I do not feel hungry and have cravings like I usually do,That is great! I have had trouble with changing my diet before. What kind are you doing?,1,0.0024640535,0.023926787,0.9736092,0.04781973,0.22556227,0.72661793,1,2,1,0.308222222222222,0.066,0.0695555555555556,0.256,-0.0303333333333333,0.110666666666667,19,17,0.0001425060327164,0.0005164153408259,2.41029738390353e-05,2.47220450546592e-05,0.0021249207202345,0.0037558409385383,0.990674436092377,0.0001889045233838,0.002548076910898,content,caring,1,3
hit:9495_conv:18994,content,I'm happy with my new diet_comma_ I don't feel hungry and have cravings like I usually do,the ketogenic diet_comma_ I feel a lot more energetic now that I have cut carbs out. It is like my body was slowed down from processing all the sugars,I have heard that about keto. I might just try it sometime!,2,0.006053937,0.102572806,0.8913733,0.007975753,0.5632935,0.4287307,0,0,0,0.3782,-0.0462,0.0764,0.361,-0.06,0.149,29,12,0.0010316841071471,0.0080295354127883,0.0001231885980814,1.83829251909629e-05,3.49177862517536e-05,0.0001507419219706,0.0007429616525769,0.000194766165805,0.989673733711243,sad,hopeful,1,3
hit:6439_conv:12878,joyful,joyful: so happy to be having a boy,I am so happy to be having a boy,That is great! Congratulations! Is this your first child?,1,0.0014864816,0.006965571,0.991548,0.0010549525,0.0074081416,0.99153686,1,0,2,0.67,-0.025,0.326,0.7215,0.2025,0.364,9,9,0.0001751477248035,0.0121165197342634,0.0001094976541935,3.08581475110259e-05,0.0004214927612338,0.0002377662458457,0.0036444400902837,0.983108341693878,0.0001558935909997,joyful,proud,1,2
hit:6439_conv:12878,joyful,joyful: so happy to be having a boy,Thanks. Yes it is. I already got a crib and baby bath.,Congratulations_comma_ again. Parenthood is truly a great and wonderful experience.,2,0.0069619836,0.16842923,0.82460874,0.0016227359,0.007800792,0.9905765,2,0,0,0.5665,-0.3315,-0.207,0.7816,0.3876,0.6176,12,10,6.46734479232691e-05,0.0005849647568538,5.07474760524929e-05,2.3655831682845e-05,0.0001745841727824,0.0001935567415785,0.0001581871765665,0.998428881168366,0.0003207002882845,grateful,grateful,0,2
hit:7944_conv:15841,grateful,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,How nice of them. My oldest is paying her own way. I wish I was in a situation that I could help her more.,1,0.008246724,0.043638557,0.9481147,0.0072036986,0.06681547,0.92598075,0,2,0,0.33725,-0.195,0.1485,0.354,-0.1368,0.1108,24,24,0.0007597932126373,0.985218584537506,0.0001176716541522,0.0003973293933086,0.000352256320184,3.21435727528296e-05,0.0045666196383535,0.0027597150765359,0.0057957847602665,grateful,jealous,1,1
hit:7944_conv:15841,grateful,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,Yeah_comma_ I felt really lucky not having to get student loans!,I am sure it was a huge relief not having to worry about loans. I am still dealing with mine and I graduated in 2448.,2,0.011021678,0.081618495,0.90735984,0.013479193,0.10505279,0.88146794,0,2,0,0.4116,-0.0324,0.166,0.242857142857143,-0.068,0.100571428571429,11,25,0.0024062551092356,0.355886936187744,0.0001981825625989,0.0005914122448302,0.0009461146546527,0.0002538748667575,0.0019771307706832,0.0001911405561259,0.637548863887787,surprised,apprehensive,1,1
hit:4662_conv:9325,nostalgic,I went to a comic book convention the other day. among all those people_comma_ i felt like a child again.,I went to comic-con this year.. i felt like i was a child all over again,How expensive is that to go to?,1,0.018163988,0.15522012,0.82661587,0.45976248,0.5147414,0.02549617,0,0,2,0.329333333333333,-0.097,-0.115333333333333,-0.167,-0.019,-0.026,16,7,8.022015390452e-05,0.0001053224768838,4.09425665566232e-05,1.2666769180214e-05,8.41125802253373e-05,0.0001551403402118,0.999137103557587,0.000243314250838,0.0001412252458976,proud,anticipating,0,3
hit:4662_conv:9325,nostalgic,I went to a comic book convention the other day. among all those people_comma_ i felt like a child again.,Depends on where you live. I spent 1444 bucks on it,That is not too bad if you had a good time though,2,0.2857891,0.66795856,0.046252407,0.025379637,0.15253569,0.82208467,0,0,0,0.235333333333333,0.0306666666666667,0.106,0.111333333333333,-0.146,0.0106666666666667,11,12,9.4735856691841e-05,9.54392671701498e-05,1.32421373564284e-05,3.94185590266716e-05,3.00443352898583e-05,6.73828471917659e-05,5.23518974659964e-05,1.6926294847508e-05,0.999590575695038,prepared,sad,0,3
hit:14422_conv:24445,excited,I finally was able to afford a used car! It took a lot of saving but I can finally drive myself around. IT's such a relief.,I finally saved enough money for a used car. It was a lot of effort but I am glad I finally can drive again.,Oh_comma_ that is pretty cool_comma_ how long did it took?,1,0.0074608144,0.056806687,0.9357325,0.0018162875,0.017106328,0.9810774,0,0,2,0.318222222222222,0.0582222222222222,0.161111111111111,0.534,-0.0606666666666667,0.256666666666667,24,10,4.8541507567279e-05,0.0001076582993846,1.37238148454344e-05,4.35556721640751e-05,0.0002518404799047,0.0016808310756459,0.99729984998703,7.55097134970129e-05,0.0004785425262525,grateful,impressed,1,1
hit:14422_conv:24445,excited,I finally was able to afford a used car! It took a lot of saving but I can finally drive myself around. IT's such a relief.,It took quite a while! About four months of extra cash.,I am glad to hear it made you very happy_comma_ which car are you going to get?,2,0.37308076,0.5519641,0.07495511,0.0009253486,0.011330306,0.9877443,2,0,2,0.3815,-0.181,0.1265,0.6856,0.2232,0.2492,11,17,0.0001065587130142,0.000160938128829,2.05044925678521e-05,2.82506007351913e-05,0.0018400890985503,0.0033712277654558,0.99372923374176,0.0004005610826425,0.0003425847389735,joyful,joyful,1,1
hit:1779_conv:3559,hopeful,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.,I going to see a doctor to know my blood test results and I hope that I do not have anything serious.,ok,1,0.2389151,0.6661342,0.094950646,0.25796357,0.49621212,0.2458243,0,0,0,0.25175,-0.09825,0.24525,0.0,0.0,0.0,22,1,0.0007387666846625,0.0089359879493713,0.0001719896827125,0.0008332402794621,0.0003081478062085,7.78754183556885e-05,0.908142447471619,0.0003406271280255,0.0804509446024895,anxious,trusting,0,2
hit:1779_conv:3559,hopeful,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.,I am going to him this afternoon.,really?,2,0.006254278,0.78571343,0.2080323,0.34294426,0.58467644,0.0723793,0,0,1,0.066,-0.224,-0.322,0.0,0.0,0.0,7,1,4.19428652094211e-05,5.67451752431225e-05,3.9035476220306e-05,2.71566441369941e-05,0.0001030462444759,0.0001398567692376,0.999353110790253,0.000179485825356,5.95848105149344e-05,hopeful,impressed,0,2
hit:977_conv:1955,confident,I've recently started playing dirt rally. It was hard at first_comma_ but now that I am getting better I am having more fun than ever!,I had been losing pretty bad on this video game Dirt Rally. But recently_comma_ with some extra practice_comma_ I am starting to hit the leader boards!,Awesome! I have never been able to sit that long_comma_ so getting really good at video games is hard for me,1,0.5644101,0.36447236,0.07111753,0.12761204,0.25200114,0.6203868,0,2,0,0.0301666666666667,0.212166666666667,0.0401666666666667,0.388,0.0688888888888889,0.172222222222222,26,21,0.0001990377204492,0.999057590961456,6.13449228694663e-05,0.0001022343785734,8.79688886925578e-05,0.0001028469268931,0.0001082952512661,0.0001743489119689,0.0001063308664015,terrified,joyful,0,2
hit:977_conv:1955,confident,I've recently started playing dirt rally. It was hard at first_comma_ but now that I am getting better I am having more fun than ever!,Well_comma_ no matter what you are doing_comma_ it is always great to keep practicing and get better. I feel like I can take on anyone now!,That is neat. I wish I had your motivation for...well...everything else in life.,2,0.0024684782,0.031903513,0.96562797,0.006339113,0.07268772,0.9209732,0,0,0,0.4775,-0.06,0.1075,0.7105,0.1085,0.382,26,13,0.0002095190575346,0.0003515040152706,1.69382747117197e-05,2.24614723265404e-05,4.42639720859006e-05,5.5097905715229e-05,3.10248688037973e-05,0.0004008506075479,0.998868227005005,confident,jealous,1,2
hit:1429_conv:2859,surprised,When my mom bought me bunch of energy drinks and I didn't have to get any myself. Relief!,Well the other week when I was low on funds and needed my energy drinks_comma_ I found out my mom had stocked up a bunch for me!,Wow_comma_ go mom! Is she always such a sweetheart?,1,0.029426856,0.42633772,0.54423547,0.0016984198,0.015685244,0.9826163,0,0,2,0.2756,-0.24,-0.0478,0.597333333333333,-0.2,0.0613333333333333,27,9,7.51769184716977e-05,5.19636960234493e-05,4.20182004745584e-05,5.11822327098344e-05,0.0007656083907932,0.007293167989701,0.99129593372345,0.0001568467559991,0.0002680637117009,excited,joyful,1,3
hit:1429_conv:2859,surprised,When my mom bought me bunch of energy drinks and I didn't have to get any myself. Relief!,yes she is incredibly giving and always knows what everyone needs,I hope you guys let her know how appreciated she is!,2,0.003056285,0.041981556,0.95496213,0.0014224291,0.031231614,0.9673459,1,0,0,0.38,-0.154666666666667,-0.0073333333333333,0.4448,-0.2592,0.23,11,11,0.0181346628814936,0.0004612163756974,0.976865530014038,0.0022192024625837,7.2067188739311e-05,0.0005115392850711,0.0002758889750111,0.0011518396204337,0.0003081217582803,faithful,hopeful,1,3
hit:8147_conv:16294,jealous,My friend bought a audi r8 last week. I am happy for him but deep down i am thinking how did he manage to buy that,My friend bought a audi R8 last week. I am happy for him but however i kind of feel something inside,Audis are pretty nice. You must feel a bit jealous_comma_ hu?,1,0.0018146556,0.025782974,0.9724024,0.10602781,0.311596,0.5823762,0,0,0,0.582666666666667,-0.125,0.127333333333333,0.205,0.0356666666666667,-0.0606666666666667,21,11,0.0001640684640733,0.0339983925223351,5.65340269531589e-05,0.0001170694231404,0.0001773798430804,0.0004718482960015,0.964486837387085,0.0002724264631979,0.0002553741214796,jealous,jealous,1,3
hit:8147_conv:16294,jealous,My friend bought a audi r8 last week. I am happy for him but deep down i am thinking how did he manage to buy that,Haha_comma_ I am!! and also wondering how did he managed to buy that,He might have a large monthly payment.,2,0.07513363,0.7176025,0.20726392,0.029540539,0.9002221,0.07023734,0,0,0,0.542,0.538,0.224,0.303333333333333,-0.112666666666667,0.162,13,7,0.0007320173899643,0.994852721691132,0.0001553751790197,0.0001406776136718,0.0001566646096762,5.18846936756745e-05,3.8076177588664e-05,0.0032719115260988,0.0006007819320075,impressed,excited,0,3
hit:1589_conv:3178,afraid,Just finished watching a murder mystery series. I'm afraid of walking outside in the dark now.,I just finished watching a series on netflix and now I am afraid to go outside alone in the dark.,what show was it ?,1,0.93078905,0.064671315,0.004539601,0.08441944,0.8200602,0.09552041,0,0,2,-0.272333333333333,-0.133666666666667,-0.226333333333333,0.346,0.542,0.438,20,5,6.19886195636354e-05,5.14523562742397e-05,2.42844926106045e-05,2.81146003544563e-05,0.0003574564470909,0.0017428381834179,0.997206509113312,0.0001557479990879,0.0003716586506925,afraid,disgusted,0,3
hit:1589_conv:3178,afraid,Just finished watching a murder mystery series. I'm afraid of walking outside in the dark now.,documentary on serial killers,i loved the ed gein documentary,2,0.6007699,0.3836533,0.015576837,0.0030821504,0.015005037,0.98191285,0,0,0,-0.245333333333333,0.0226666666666667,0.074,0.549,-0.335,0.178,4,6,0.0167468283325434,0.33759942650795,0.0006096001598052,0.0365901589393616,0.000473010179121,0.0002505860466044,0.0009961918694898,0.0029890730511397,0.60374516248703,disgusted,nostalgic,0,3
hit:11811_conv:23622,sentimental,I had to buy some toys for my nephews birthday the other day. Made me miss when my girls were that small.,I had to go to Walmart the other day to get my nephew a birthday present_comma_ he wanted Legos!,I love Legos! They have gotten expensive though.,1,0.014812321,0.23915072,0.74603695,0.021107398,0.049728423,0.92916423,0,2,0,0.36325,-0.17625,-0.10775,0.34,-0.129,-0.0075,19,8,0.0084329256787896,0.337267309427261,0.0153138088062406,0.0002714674919843,0.0003591660642996,0.0001692458026809,0.0008670365205034,0.602983593940735,0.0343354009091854,anxious,surprised,1,3
hit:11811_conv:23622,sentimental,I had to buy some toys for my nephews birthday the other day. Made me miss when my girls were that small.,They really have! I was standing in the aisle looking at all the options and it just hit me_comma_ I do not have Legos all over my living room floor anymore. Talk about crying in the middle of Walmart because your kids have outgrown Legos!,Yeah_comma_ thinking about old toys makes me somewhat sad.,2,0.8257673,0.14059952,0.033633176,0.9482686,0.04771631,0.0040150876,0,0,0,0.107230769230769,-0.201692307692308,-0.231846153846154,0.2535,-0.2595,-0.2505,45,9,0.002846649615094,0.0004151088069193,0.0001385620562359,0.0003213045711163,0.0003543829370755,0.586645007133484,0.316629588603973,0.0014477430377155,0.0912016406655312,surprised,nostalgic,1,3
hit:949_conv:1818,proud,When I graduated college. So long to get there!,I finally graduated college last year_comma_ it felt like it took SO long!,That is amazing_comma_ good work.,1,0.028424283,0.20129655,0.77027917,0.0025498176,0.016182236,0.98126787,1,0,0,0.242666666666667,-0.231,0.0603333333333333,0.708666666666667,0.200666666666667,0.422,13,5,0.0017613931559026,0.0060412604361772,0.000106665866042,0.0184604115784168,0.0001582341647008,0.961176931858063,0.0096762226894497,0.0003772919008042,0.0022415746934711,proud,joyful,0,3
hit:949_conv:1818,proud,When I graduated college. So long to get there!,Yes_comma_ I am so proud of myself for finally accomplishing it!,How long did it take you?,2,0.0012616554,0.008157972,0.9905804,0.1209975,0.8424166,0.036585927,0,0,2,0.489,0.133,0.338,0.369,-0.11,-0.109,11,6,5.20278008480091e-05,5.02745679114014e-05,3.23855856549926e-05,1.78663503902499e-05,0.000112264897325,0.0001969517616089,0.999139189720154,0.0001164241621154,0.0002825991541612,confident,impressed,1,3
hit:9428_conv:18457,proud,My sister got a promotion at work last week! She really deserved it and has been waiting for it a long time!,My sister got a promotion at work last week!,oh that is awesome. what does she do?,1,0.0010121664,0.044423882,0.954564,0.001931143,0.015399587,0.98266923,1,0,1,0.5255,-0.047,0.216,0.466666666666667,0.187333333333333,0.175333333333333,9,8,5.17741464136634e-05,0.0008164324099197,7.19044473953545e-05,1.88205776794348e-05,4.50846273452044e-05,0.0001894433517009,0.998486876487732,0.0002442252298351,7.54310749471188e-05,jealous,impressed,1,3
hit:9428_conv:18457,proud,My sister got a promotion at work last week! She really deserved it and has been waiting for it a long time!,She is an accountant for a college in Alaska. She is been working their for years so I am glad they saw her dedication :),that is great. my sister is an account too. she is also the office manager.,2,0.001794991,0.030040225,0.9681648,0.0012273386,0.020341998,0.9784307,0,1,0,0.350857142857143,0.0165714285714286,0.233142857142857,0.3828,-0.1252,0.3,25,15,0.0004107711138203,0.998093545436859,0.0001721323642414,0.0002467006270308,0.0001359171146759,1.68447550095152e-05,0.0002363811072427,0.0005679715541191,0.0001197072560898,proud,impressed,1,3
hit:11846_conv:23692,content,I went to the Olive Garden for dinner tonight. I was pleased with the meal.,I went to the Olive Garden for dinner tonight.,did you have fun? what did you eat?,1,0.0026454842,0.57289296,0.42446154,0.017002799,0.50162977,0.4813674,0,0,2,0.442666666666667,-0.431333333333333,-0.172666666666667,0.649,0.343,0.131,9,8,3.96387877117377e-05,4.1859078919515e-05,2.39889614022104e-05,2.52706668106839e-05,0.0001275136310141,0.0002305120870005,0.999200880527496,0.0001617935922695,0.000148561070091,content,nostalgic,0,2
hit:11846_conv:23692,content,I went to the Olive Garden for dinner tonight. I was pleased with the meal.,I had the chicken alfredo. It was somewhat fun. I was pleased with my meal.,eating outside every once in a while can always be needed to change your mood _comma_ glad you had fun!,2,0.0017073543,0.017760538,0.9805321,0.0030877206,0.053796843,0.9431154,1,0,0,0.642,0.079,0.1645,0.575,0.170333333333333,0.269,15,20,0.000335748976795,0.0003291986358817,3.10756695398595e-05,0.0001320119627052,0.0010509009007364,0.0196076445281506,0.0078368205577135,0.0001669182383921,0.970509767532349,content,grateful,1,2
hit:5377_conv:14754,terrified,I hate flying.,I hate flying. Something bad is going to happen_comma_ I feel it. I do not want to get on this flight.,oh no_comma_ why do you think like that.. All should be good,1,0.9812526,0.01589454,0.0028528816,0.41175708,0.45408106,0.13416182,0,0,2,0.14225,0.29275,0.1245,0.5565,-0.3155,0.076,21,12,0.0002053907664958,8.79200888448395e-05,6.05084787821397e-05,0.000174914530362,0.0010586386779323,0.974032700061798,0.0238935519009829,0.0001887550606625,0.0002977127442136,anxious,anxious,0,3
hit:5377_conv:14754,terrified,I hate flying.,Because_comma_ plane crashes are awful!,ah ok. If intuition tells not to fly. Lets not take chance. you should skip the flight,2,0.957977,0.0376297,0.004393283,0.45677236,0.50226027,0.040967394,1,0,0,-0.49,0.365333333333333,-0.206,0.34,0.132,-0.01475,5,17,0.0002713421417865,0.0008988500921987,2.01649636437651e-05,9.93873763945885e-05,0.006228394806385,0.987567186355591,0.0041301604360342,0.0002347977133467,0.0005496588419191,disgusted,apprehensive,0,3
hit:11445_conv:22894,ashamed,I stole $24 from my friend recently. I keep meaning to slyly pay them back_comma_ but I keep backing out.,I recently stole money from a friend,That is terrible_comma_ I hope you apologized_comma_ or at least returned it and it was stolen for a good reason.,1,0.758359,0.23364449,0.007996538,0.6682497,0.26922667,0.06252355,1,0,0,0.256666666666667,0.187333333333333,0.189333333333333,0.1452,0.054,0.1588,7,20,0.0002784057869575,0.0008286120719276,0.0017929916502907,0.932042896747589,0.0010261554270982,0.001705382601358,0.0010807540966197,8.31210782052949e-05,0.0611616335809231,guilty,joyful,1,3
hit:11445_conv:22894,ashamed,I stole $24 from my friend recently. I keep meaning to slyly pay them back_comma_ but I keep backing out.,It actually just stolen so I could get ingredients for pancakes. I keep meaning to pay them back_comma_ but I have not.,Well you should if it is weighing on you.,2,0.582621,0.37592137,0.041457642,0.08079367,0.84577304,0.07343323,0,0,0,0.20475,-0.12025,-0.0275,-0.102,-0.118,-0.064,22,9,0.0036776510532945,0.369093239307404,0.0003608127008192,6.81023666402325e-05,0.0024759031366556,0.607166767120361,0.0025560308713465,0.0138712655752897,0.0007301932782866,terrified,apprehensive,0,3
hit:1442_conv:2845,afraid,afraid that my daughter will be bullied,I really hope my daughter doesnt get bullied in school.. its so bad now..,It really is bad everywhere and the bullying policies do not help.,1,0.943412,0.051982023,0.0046060467,0.9783902,0.019748475,0.0018613572,0,1,0,0.386,-0.0504,0.1468,-0.252,0.220666666666667,0.110666666666667,14,12,0.0012791124172508,0.102124147117138,0.002620285609737,0.866457104682922,0.0002627495850902,0.000481399212731,0.000613339303527,0.0003579106705728,0.0258039198815823,ashamed,angry,0,1
hit:1442_conv:2845,afraid,afraid that my daughter will be bullied,It really is scary being a parent and seeing how kids are to one another.,Yes it is. It makes me want to homeschool.,2,0.8753175,0.11657905,0.008103376,0.018495733,0.19677372,0.78473055,0,2,0,0.088,0.027,0.028,0.355,0.062,0.078,15,9,0.0523701645433903,0.901277780532837,0.0013111275620758,0.0001900343340821,0.0002690312976483,0.0001380721369059,0.0001944733376149,0.0158579051494598,0.0283913426101208,terrified,hopeful,1,1
hit:6486_conv:12173,excited,It might sound strange_comma_ but I am looking forward to returning to work after my vacation ends soon.,This might sound odd_comma_ but I am looking forward to getting back to work after my current vacation ends.,That is so funny_comma_ but I know exactly how you feel. Sometimes vacations can get too long. Did you leave town?,1,0.011677076,0.082089104,0.90623385,0.23965468,0.47081465,0.28953066,1,0,2,0.18075,-0.132,0.011,0.383,-0.094,0.149,19,21,0.0491634421050549,0.0021178591996431,0.0002109921188093,0.0003327860613353,0.0021765248384326,0.0002314095327164,0.715478658676148,0.0020645812619477,0.228223755955696,excited,nostalgic,1,3
hit:6486_conv:12173,excited,It might sound strange_comma_ but I am looking forward to returning to work after my vacation ends soon.,Yes_comma_ I took a trip to Hong Kong and Macau. I spent a couple days in Seoul_comma_ but I think I am ready to stop sitting at home and get back to it haha.,That sounds like a heck of a trip!,2,0.0062591126,0.20972417,0.7840167,0.008113964,0.07568924,0.91619676,0,0,0,0.295454545454545,-0.185090909090909,-0.0083636363636363,0.2995,0.1735,-0.029,34,8,0.0004562040849123,0.997269451618195,0.0003828959015663,0.0001002422141027,9.01388339116238e-05,5.76213860767894e-05,5.95661440456752e-05,0.0015187273966148,6.50524234515615e-05,excited,surprised,0,3
hit:11423_conv:22447,anticipating,This october im heading over to Orlando with a bunch of friends to go to Halloween Horror nights at Universal Orlando!,I have been saving up some money for my trip to Universal in October!,Sounds fun! How close are you to your target?,1,0.002179716,0.2585448,0.7392755,0.0014338284,0.045964375,0.95260185,0,0,2,0.5764,-0.0852,0.3648,0.304,0.1495,0.063,14,9,0.0001332036335952,0.0147830890491605,7.09801752236672e-05,9.95658847386949e-05,0.00016779989528,0.0002449085877742,0.98402726650238,0.0004051333235111,6.80227967677638e-05,excited,excited,1,1
hit:11423_conv:22447,anticipating,This october im heading over to Orlando with a bunch of friends to go to Halloween Horror nights at Universal Orlando!,About 5 hours. I live in South Florida so it is not too far,That should help with the cost then. How much money do you need to save?,2,0.00992051,0.39217818,0.5979013,0.11270137,0.75955987,0.12773874,0,0,2,0.329333333333333,-0.198,-0.0393333333333333,0.2648,0.0048,0.0432,14,15,7.08195075276308e-05,0.000330721901264,2.42131536651868e-05,3.17788799293339e-05,0.0010248409816995,0.0041219070553779,0.99405437707901,0.0001512019516667,0.0001901657233247,annoyed,trusting,1,1
hit:3518_conv:7436,nostalgic,I used to be a part of the dance creq,I used to be a member of a very cool dance crew. I miss those days,I am not a very good dancer. What kind of dancing did you do?,1,0.06477387,0.28005168,0.65517443,0.8458975,0.14412367,0.009978859,0,0,2,0.34925,-0.096,0.065,0.7405,0.122,0.0705,16,14,0.0001029603881761,0.000139068448334,3.7702080589952e-05,1.87701771210413e-05,0.0011580946156755,0.00047414880828,0.997091174125671,0.0001108743017539,0.0008671750547364,nostalgic,sad,1,3
hit:3518_conv:7436,nostalgic,I used to be a part of the dance creq,mostly hip hop. We were travelling and battling with other teams. It was really fun,Oh wow_comma_ that does sound fun,2,0.0021993744,0.021896008,0.97590464,0.0023090336,0.02702731,0.9706636,0,0,0,0.1984,-0.0124,-0.0456,0.488666666666667,0.201333333333333,-0.066,15,6,0.0028204701375216,0.527161180973053,9.50077082961798e-05,0.0063795689493417,0.0097858505323529,0.421310245990753,0.0289295706897974,0.0028178903739899,0.0007002467173151,embarrassed,joyful,1,3
hit:1812_conv:3624,guilty,I felt bad when I lied to my dad about missing a lunch meeting. I was hungover but told him I was sick,I felt bad when I lied to my dad about missing a lunch meeting. I said I was sick and I was not,What did you do instead?,1,0.8904581,0.101465605,0.008076238,0.16598976,0.80269873,0.031311493,0,0,1,0.0471428571428571,-0.0622857142857143,-0.0748571428571429,0.34,0.096,0.072,23,5,6.74156763125211e-05,4.80478520330507e-05,4.07141087634955e-05,1.58643670147285e-05,0.0001407858653692,0.0006210937863215,0.998365223407745,0.0002220155438408,0.0004789219528902,guilty,apprehensive,0,3
hit:1812_conv:3624,guilty,I felt bad when I lied to my dad about missing a lunch meeting. I was hungover but told him I was sick,I was hungover and lazy,well you could always take him out or do something he would like to make up for it im sure he wont mind,2,0.7113744,0.24703516,0.041590393,0.04275966,0.6814402,0.27580023,1,0,0,-0.216,-0.472,-0.808,0.252,-0.18225,-0.013,5,23,0.0012222420191392,0.0660798624157906,0.0001573303889017,4.91229620820377e-05,0.001493384828791,0.92797064781189,0.0015387128805741,0.0005991134094074,0.0008895829669199,faithful,apprehensive,0,3
hit:11945_conv:23811,afraid,i was robbed,when i was walking home last night i was robbed . was terrrible,oh god! that must have been so scary,1,0.950908,0.044021856,0.005070169,0.8951136,0.0922592,0.012627241,0,0,0,0.44,-0.236,0.153333333333333,-0.181333333333333,0.234666666666667,0.236666666666667,13,8,0.0004746142658405,0.994187474250794,0.0005222402978688,0.0001519864599686,7.90246413089335e-05,5.57626881345641e-05,0.0001109445292968,0.0043430137448012,7.4948497058358e-05,devastated,terrified,0,2
